business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods (old),Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
101192,Cochinita #2,2 Marina Blvd Fort Mason,San Francisco,CA,,,,,+14150429222,101192_20190606,2019-06-06T00:00:00.000,,New Ownership,,,,,,,,,
97975,BREADBELLY,1408 Clement St,San Francisco,CA,94118,,,,+14157240859,97975_20190725,2019-07-25T00:00:00.000,96,Routine - Unscheduled,97975_20190725_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
92982,Great Gold Restaurant,3161 24th St.,San Francisco,CA,94110,,,,,92982_20170912,2017-09-12T00:00:00.000,,New Ownership,,,,,,,,,
101389,HOMAGE,214 CALIFORNIA ST,San Francisco,CA,94111,,,,+14154878161,101389_20190625,2019-06-25T00:00:00.000,,New Construction,,,,,,,,,
85986,Pronto Pizza,798 Eddy St,San Francisco,CA,94109,,,,,85986_20161011,2016-10-11T00:00:00.000,,New Ownership,85986_20161011_103114,High risk vermin infestation,High Risk,,,,,,
98974,Brickhouse,426 BRANNAN ST,San Francisco,CA,94107,,,,+14158386448,98974_20190321,2019-03-21T00:00:00.000,,New Ownership,,,,,,,,,
99342,LAI HONG RESTAURANT,1416 POWELL ST,San Francisco,CA,94133,,,,,99342_20190222,2019-02-22T00:00:00.000,,New Ownership,,,,,,,,,
95754,Fools Errand,639 Divisadero St A,San Francisco,CA,94117,,,,,95754_20190327,2019-03-27T00:00:00.000,84,Routine - Unscheduled,95754_20190327_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
77005,MoBowL,428 11th St,San Francisco,CA,94103,,,,+14159636568,77005_20170429,2017-04-29T00:00:00.000,94,Routine - Unscheduled,77005_20170429_103120,Moderate risk food holding temperature,Moderate Risk,,,,,,
79804,CurveBall,428 11th St,San Francisco,CA,94103,,,,+14150287297,79804_20190325,2019-03-25T00:00:00.000,,Structural Inspection,,,,,,,,,
100870,TOP SF BBQ,2311 CLEMENT ST,San Francisco,CA,94121,,,,+14155578201,100870_20190705,2019-07-05T00:00:00.000,,New Ownership,,,,,,,,,
4794,VICTOR'S,210 TOWNSEND St,San Francisco,CA,94107,37.778634,-122.393089,"{'type': 'Point', 'coordinates': [-122.393089, 37.778634]}",+14155607018,4794_20181030,2018-10-30T00:00:00.000,71,Routine - Unscheduled,4794_20181030_103138,Improper storage use or identification of toxic substances,Low Risk,34,2,9,6,28856,34
71440,"New Garden Restaurant, Inc.",716 Kearny St,San Francisco,CA,94108,,,,,71440_20190401,2019-04-01T00:00:00.000,85,Routine - Unscheduled,71440_20190401_103150,Improper or defective plumbing,Low Risk,,,,,,
70708,El Calamar,Off The Grid,San Francisco,CA,,,,,+14155713080,70708_20181218,2018-12-18T00:00:00.000,74,Routine - Unscheduled,70708_20181218_103112,No hot water or running water,High Risk,,,,,,
85594,The Pearl,601 19th St,San Francisco,CA,94107,,,,+14155267171,85594_20190325,2019-03-25T00:00:00.000,92,Routine - Unscheduled,85594_20190325_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
69962,Hong Kee & Kim,91 Drumm St,San Francisco,CA,94111,,,,,69962_20190711,2019-07-11T00:00:00.000,68,Routine - Unscheduled,69962_20190711_103161,Low risk vermin infestation,Low Risk,,,,,,
66517,Mela Tandoori Kitchen,536 Golden Gate Ave,San Francisco,CA,94102,37.781168,-122.419494,"{'type': 'Point', 'coordinates': [-122.419494, 37.781168]}",,66517_20190524,2019-05-24T00:00:00.000,84,Routine - Unscheduled,66517_20190524_103120,Moderate risk food holding temperature,Moderate Risk,36,9,9,7,28852,36
84740,Judie's Tacos Locos,Off The Grid,San Francisco,CA,,,,,+14159421211,84740_20190326,2019-03-26T00:00:00.000,,Structural Inspection,,,,,,,,,
96775,WOW THAI KITCHEN,701 Randolph St,San Francisco,CA,94132,,,,+14155586726,96775_20190327,2019-03-27T00:00:00.000,94,Routine - Unscheduled,96775_20190327_103161,Low risk vermin infestation,Low Risk,,,,,,
84740,Judie's Tacos Locos,Off The Grid,San Francisco,CA,,,,,+14159421211,84740_20170919,2017-09-19T00:00:00.000,,Reinspection/Followup,,,,,,,,,
99767,THE VAULT RESTAURANT,555 CALIFORNIA St STE E,San Francisco,CA,94104,,,,,99767_20190613,2019-06-13T00:00:00.000,,Reinspection/Followup,,,,,,,,,
74866,Tacolicious,1548 Stockton St,San Francisco,CA,94133,,,,,74866_20190117,2019-01-17T00:00:00.000,81,Routine - Unscheduled,74866_20190117_103161,Low risk vermin infestation,Low Risk,,,,,,
87337,Whisk On Wheels,Off the Grid,San Francisco,CA,,,,,,87337_20190325,2019-03-25T00:00:00.000,,Structural Inspection,,,,,,,,,
94465,Beautifull LLC,3401 California St,San Francisco,CA,94118,,,,,94465_20190321,2019-03-21T00:00:00.000,81,Routine - Unscheduled,94465_20190321_103129,Insufficient hot water or running water,Moderate Risk,,,,,,
97829,PLATFORM 248,248 09 St,San Francisco,CA,94103,,,,,97829_20181010,2018-10-10T00:00:00.000,,New Construction,,,,,,,,,
68148,Sheng Kee Bakery & Cafe,814-816 Irving St,San Francisco,CA,94122,,,,,68148_20190606,2019-06-06T00:00:00.000,,Reinspection/Followup,,,,,,,,,
85320,Curry Up Now #4,Approved Locations,San Francisco,CA,,,,,,85320_20190326,2019-03-26T00:00:00.000,,Structural Inspection,,,,,,,,,
96565,LA FLOR DE IZOTE,3781 MISSION ST,San Francisco,CA,94110,,,,+14155799640,96565_20180808,2018-08-08T00:00:00.000,,New Ownership,,,,,,,,,
92044,Asian Box,2031 Chestnut St,San Francisco,CA,94123,,,,+14159549887,92044_20180703,2018-07-03T00:00:00.000,83,Routine - Unscheduled,92044_20180703_103133,Foods not protected from contamination,Moderate Risk,,,,,,
101962,FORT POINT BEER COMPANY,742 VALENCIA ST,San Francisco,CA,94110,,,,,101962_20190919,2019-09-19T00:00:00.000,,New Ownership - Followup,,,,,,,,,
5211,"Wattis Room, The",201 Van Ness Ave,San Francisco,CA,94102,37.777282,-122.419751,"{'type': 'Point', 'coordinates': [-122.419751, 37.777282]}",,5211_20180502,2018-05-02T00:00:00.000,,Non-inspection site visit,,,,10,9,11,7,28852,9
91067,Soma Sushi,764 Harrison St,San Francisco,CA,94107,,,,,91067_20190930,2019-09-30T00:00:00.000,75,Routine - Unscheduled,91067_20190930_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
93957,Leadership High School,350 Seneca Ave,San Francisco,CA,94112,,,,,93957_20190918,2019-09-18T00:00:00.000,100,Routine - Unscheduled,,,,,,,,,
96784,PRESIDIO PIZZA COMPANY,1862 Divisdero St,San Francisco,CA,94115,,,,+14155358787,96784_20190617,2019-06-17T00:00:00.000,84,Routine - Unscheduled,96784_20190617_103129,Insufficient hot water or running water,Moderate Risk,,,,,,
70034,Il Canto Cafe,275 Battery St,San Francisco,CA,94111,,,,,70034_20190319,2019-03-19T00:00:00.000,,Reinspection/Followup,,,,,,,,,
77681,Tart To Tart Inc.,641 Irving St,San Francisco,CA,94122,,,,+14155507068,77681_20190404,2019-04-04T00:00:00.000,82,Routine - Unscheduled,77681_20190404_103139,Improper food storage,Low Risk,,,,,,
93431,Subway #12181,423 Bush St,San Francisco,CA,94108,,,,,93431_20171211,2017-12-11T00:00:00.000,,New Ownership,93431_20171211_103150,Improper or defective plumbing,Low Risk,,,,,,
73840,L'acajou Bakery and Cafe,498 09th St Ste. C,San Francisco,CA,94103,,,,,73840_20190812,2019-08-12T00:00:00.000,,Reinspection/Followup,,,,,,,,,
88799,Village House,3398 Balboa St A,San Francisco,CA,94121,,,,+14155526655,88799_20170918,2017-09-18T00:00:00.000,,Complaint,88799_20170918_103114,High risk vermin infestation,High Risk,,,,,,
81235,Burmese Kitchen,3815 Geary Blvd,San Francisco,CA,94118,,,,+14155475569,81235_20180411,2018-04-11T00:00:00.000,88,Routine - Unscheduled,81235_20180411_103139,Improper food storage,Low Risk,,,,,,
75429,Home Cafe,1222 Noriega St,San Francisco,CA,94122,,,,+14155427207,75429_20181213,2018-12-13T00:00:00.000,,Complaint,75429_20181213_103161,Low risk vermin infestation,Low Risk,,,,,,
100142,Multi Service Center South,525 05th St,San Francisco,CA,94107,,,,,100142_20190729,2019-07-29T00:00:00.000,,Complaint,,,,,,,,,
71999,Shabu Club,951 Clement St,San Francisco,CA,94118,,,,,71999_20181015,2018-10-15T00:00:00.000,94,Routine - Unscheduled,71999_20181015_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
96451,USHITARO,1382 9TH AVE,San Francisco,CA,94122,,,,+14155335909,96451_20180604,2018-06-04T00:00:00.000,,New Ownership,,,,,,,,,
77005,MoBowL,428 11th St,San Francisco,CA,94103,,,,+14159636568,77005_20170429,2017-04-29T00:00:00.000,94,Routine - Unscheduled,77005_20170429_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
81802,Dos Pinas,251 Rhode Island,San Francisco,CA,94103,,,,,81802_20190326,2019-03-26T00:00:00.000,90,Routine - Unscheduled,81802_20190326_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
81580,The TL,517 O'Farrell St,San Francisco,CA,94102,,,,,81580_20190404,2019-04-04T00:00:00.000,100,Routine - Unscheduled,,,,,,,,,
91210,Fifth St. Cafe Corporation,155 5th St.,San Francisco,CA,94103,,,,,91210_20190529,2019-05-29T00:00:00.000,,Reinspection/Followup,,,,,,,,,
92459,Ella's Cafe,500 presidio Ave,San Francisco,CA,94115,,,,,92459_20190315,2019-03-15T00:00:00.000,75,Routine - Unscheduled,92459_20190315_103157,Food safety certificate or food handler card not available,Low Risk,,,,,,
96698,EIGHTEA,91 06th St,San Francisco,CA,94103,,,,,96698_20190410,2019-04-10T00:00:00.000,,Reinspection/Followup,,,,,,,,,
72169,Pastel Brazzuca,290 De Haro St,San Francisco,CA,94103,,,,,72169_20190326,2019-03-26T00:00:00.000,94,Routine - Unscheduled,72169_20190326_103120,Moderate risk food holding temperature,Moderate Risk,,,,,,
70778,"Honey B, Inc.",2201 CLEMENT St,San Francisco,CA,94121,,,,+14155221668,70778_20181003,2018-10-03T00:00:00.000,,Reinspection/Followup,,,,,,,,,
98176,PACIFIC CAFE,7000 GEARY BLVD,San Francisco,CA,94121,,,,+14155387091,98176_20181120,2018-11-20T00:00:00.000,,New Ownership,,,,,,,,,
86870,Turtle Tower Restaurant,501 06th St,San Francisco,CA,94103,,,,+14155403333,86870_20190128,2019-01-28T00:00:00.000,,Reinspection/Followup,,,,,,,,,
75406,Victory Hall And Parlor,360 Ritch St,San Francisco,CA,94107,,,,,75406_20190814,2019-08-14T00:00:00.000,96,Routine - Unscheduled,75406_20190814_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
63619,Subway Sandwiches,77 Van Ness Ave #100,San Francisco,CA,94102,37.776133,-122.419484,"{'type': 'Point', 'coordinates': [-122.419484, 37.776133]}",+14155981866,63619_20170131,2017-01-31T00:00:00.000,,Complaint,63619_20170131_103144,Unapproved or unmaintained equipment or utensils,Low Risk,36,9,9,7,28852,36
84982,Pa'ina Restaurant and Lounge,1865 Post St,San Francisco,CA,94115,,,,+14155822642,84982_20190327,2019-03-27T00:00:00.000,,Reinspection/Followup,,,,,,,,,
83439,SF Marriott Union Square (Banquet Kitchen),480 Sutter St Mezzanine,San Francisco,CA,94108,,,,,83439_20190715,2019-07-15T00:00:00.000,96,Routine - Unscheduled,83439_20190715_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
94013,GO GO 7,1201 Plymouth Ave,San Francisco,CA,94112,,,,,94013_20190606,2019-06-06T00:00:00.000,74,Routine - Unscheduled,94013_20190606_103132,Improper thawing methods,Moderate Risk,,,,,,
86160,Hollow Cow,1875 Union St,San Francisco,CA,94123,,,,,86160_20170530,2017-05-30T00:00:00.000,,New Ownership,,,,,,,,,
98872,CROSSROAD PIZZERIA,1596 MARKET ST,San Francisco,CA,94102,,,,+14155593338,98872_20181219,2018-12-19T00:00:00.000,,New Ownership - Followup,,,,,,,,,
102245,Vessell CA Operations (#4),2351 Mission St,San Francisco,CA,,,,,,102245_20190828,2019-08-28T00:00:00.000,,New Ownership,,,,,,,,,
69501,Fog City,1300 Battery St,San Francisco,CA,94111,,,,+14155982000,69501_20190909,2019-09-09T00:00:00.000,88,Routine - Unscheduled,69501_20190909_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
101479,"BUNN MIKE, INC.",100 GREEN ST,San Francisco,CA,94111,,,,,101479_20190828,2019-08-28T00:00:00.000,,New Ownership,,,,,,,,,
38231,Wines of California Wine Bar,Pier 39  Space N-111,San Francisco,CA,94133,37.80824,-122.410189,"{'type': 'Point', 'coordinates': [-122.410189, 37.80824]}",,38231_20190816,2019-08-16T00:00:00.000,92,Routine - Unscheduled,38231_20190816_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,23,1,10,3,308,23
72002,Japonica,5501 California St,San Francisco,CA,94121,,,,+14155668663,72002_20171020,2017-10-20T00:00:00.000,,Non-inspection site visit,,,,,,,,,
74524,Brass Tacks,488 A Hayes St,San Francisco,CA,94102,,,,,74524_20171025,2017-10-25T00:00:00.000,,Complaint,74524_20171025_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
81116,Dragon Beaux,5700 Geary Blvd,San Francisco,CA,94121,,,,+14155338899,81116_20161005,2016-10-05T00:00:00.000,,Reinspection/Followup,,,,,,,,,
77750,Pollo,2823 Mission St,San Francisco,CA,94110,,,,+14159729942,77750_20180814,2018-08-14T00:00:00.000,96,Routine - Unscheduled,77750_20180814_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
92099,Emmys Spaghetti Shack,3230 Mission St.,San Francisco,CA,94110,,,,,92099_20190401,2019-04-01T00:00:00.000,,Reinspection/Followup,,,,,,,,,
101184,NAMU STONEPOT,499 DOLORES ST,San Francisco,CA,94110,,,,+14155377831,101184_20190702,2019-07-02T00:00:00.000,,New Ownership - Followup,,,,,,,,,
3649,SAFEWAY #1490,2300 16th St,San Francisco,CA,94103,37.765708,-122.409002,"{'type': 'Point', 'coordinates': [-122.409002, 37.765708]}",+14155571120,3649_20170221,2017-02-21T00:00:00.000,,Complaint,,,,19,4,8,8,28853,20
99341,B & B CAFE,1634 IRVING ST,San Francisco,CA,94122,,,,+14155724618,99341_20190227,2019-02-27T00:00:00.000,,Reinspection/Followup,,,,,,,,,
37171,InterContinental San Francisco Club Lounge,888 Howard St 6th Floor,San Francisco,CA,94103,37.781664,-122.404778,"{'type': 'Point', 'coordinates': [-122.404778, 37.781664]}",,37171_20190909,2019-09-09T00:00:00.000,92,Routine - Unscheduled,37171_20190909_103120,Moderate risk food holding temperature,Moderate Risk,34,2,9,12,28853,34
88718,Rambler,545 Post St,San Francisco,CA,94102,,,,,88718_20170727,2017-07-27T00:00:00.000,,Complaint,,,,,,,,,
84698,Fayala,215 Fremont St Suite 2B,San Francisco,CA,94105,,,,,84698_20190829,2019-08-29T00:00:00.000,,Reinspection/Followup,,,,,,,,,
87167,Poke Bowl,1250 Ocean Ave,San Francisco,CA,94112,,,,+14155666408,87167_20190403,2019-04-03T00:00:00.000,90,Routine - Unscheduled,87167_20190403_103133,Foods not protected from contamination,Moderate Risk,,,,,,
87793,Bon Appetit Management Company,"1455 Market St    Lower Level Kitchen, Gr. Floor",San Francisco,CA,94103,,,,+14157814997,87793_20180105,2018-01-05T00:00:00.000,,Non-inspection site visit,87793_20180105_103105,Improper cooling methods,High Risk,,,,,,
89981,Poke Origin,716 Irving St,San Francisco,CA,94122,,,,+14155666408,89981_20190206,2019-02-06T00:00:00.000,,Reinspection/Followup,,,,,,,,,
83687,Amitis Cafe,800 Masonic Ave,San Francisco,CA,94117,,,,+14155562828,83687_20180925,2018-09-25T00:00:00.000,87,Routine - Unscheduled,83687_20180925_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
69762,Chili House Inc.,726 Clement St,San Francisco,CA,94118,,,,+14155382658,69762_20170308,2017-03-08T00:00:00.000,,Reinspection/Followup,,,,,,,,,
87761,T & T Cafe,601 Broadway St,San Francisco,CA,94133,,,,,87761_20161012,2016-10-12T00:00:00.000,92,Routine - Unscheduled,87761_20161012_103150,Improper or defective plumbing,Low Risk,,,,,,
84590,Chaat Corner,320 3rd St,San Francisco,CA,94107,,,,,84590_20190711,2019-07-11T00:00:00.000,,Complaint,,,,,,,,,
99992,URBAN EXPRESS KITCHENS LLC,475 06th ST,San Francisco,CA,94103,,,,+14150368085,99992_20190418,2019-04-18T00:00:00.000,,New Ownership,,,,,,,,,
96592,JASPER'S CORNER TAP & KITCHEN,405 TAYLOR St,San Francisco,CA,94102,,,,,96592_20190313,2019-03-13T00:00:00.000,89,Routine - Unscheduled,96592_20190313_103114,High risk vermin infestation,High Risk,,,,,,
93647,Borsch Mobile,103 Horne Ave,San Francisco,CA,94188,,,,+14158467080,93647_20190326,2019-03-26T00:00:00.000,,Structural Inspection,,,,,,,,,
66715,Brick and Mortar,1710 Mission St,San Francisco,CA,94103,37.769735,-122.420174,"{'type': 'Point', 'coordinates': [-122.420174, 37.769735]}",,66715_20181129,2018-11-29T00:00:00.000,,Complaint,66715_20181129_103114,High risk vermin infestation,High Risk,19,4,7,8,28853,20
90149,Salt & Straw - Fillmore,2201 Fillmore St.,San Francisco,CA,94115,,,,,90149_20190501,2019-05-01T00:00:00.000,94,Routine - Unscheduled,90149_20190501_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
65725,Le Meridien SF Park Grill Restaurant & Bar,333 Battery St Level 2 & 3,San Francisco,CA,94111,37.799005,-122.399862,"{'type': 'Point', 'coordinates': [-122.399862, 37.799005]}",+14155292904,65725_20180111,2018-01-11T00:00:00.000,,Reinspection/Followup,,,,6,1,10,3,28860,8
100274,THE OLYMPIC CAFE,555 GEARY ST,San Francisco,CA,94102,,,,+14155718182,100274_20190531,2019-05-31T00:00:00.000,100,Routine - Unscheduled,,,,,,,,,
85562,Ying Hui Chinese Restaurant,5125 Mission St,San Francisco,CA,94112,,,,,85562_20180820,2018-08-20T00:00:00.000,,Reinspection/Followup,,,,,,,,,
81802,Dos Pinas,251 Rhode Island,San Francisco,CA,94103,,,,,81802_20190326,2019-03-26T00:00:00.000,90,Routine - Unscheduled,81802_20190326_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,,
226,Grumpy's American Pub,125 Vallejo St,San Francisco,CA,94111,37.799594,-122.400586,"{'type': 'Point', 'coordinates': [-122.400586, 37.799594]}",,226_20190905,2019-09-05T00:00:00.000,74,Routine - Unscheduled,226_20190905_103133,Foods not protected from contamination,Moderate Risk,6,1,10,3,28860,8
86116,Popsons,998 Market St,San Francisco,CA,94102,,,,+14158881393,86116_20190826,2019-08-26T00:00:00.000,96,Routine - Unscheduled,86116_20190826_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
75526,Chang Hong Meat Market,1335 Powell St,San Francisco,CA,94133,,,,,75526_20181001,2018-10-01T00:00:00.000,90,Routine - Unscheduled,75526_20181001_103139,Improper food storage,Low Risk,,,,,,
94726,The Sausage Factory,517 Castro St,San Francisco,CA,94114,,,,,94726_20190605,2019-06-05T00:00:00.000,,Reinspection/Followup,,,,,,,,,
87298,Tacos El Primo,2225 Jennings St,San Francisco,CA,94124,,,,,87298_20190327,2019-03-27T00:00:00.000,,Structural Inspection,,,,,,,,,
85583,"Binis Kitchen, LLC",1 Post St,San Francisco,CA,94104,,,,,85583_20190403,2019-04-03T00:00:00.000,,Reinspection/Followup,,,,,,,,,
71753,Sunrise Deli,Off The Grid,San Francisco,CA,,,,,+14150334547,71753_20170507,2017-05-07T00:00:00.000,100,Routine - Unscheduled,,,,,,,,,
86301,Cafe Murano,2301 Bryant St,San Francisco,CA,94110,,,,+14155815501,86301_20190425,2019-04-25T00:00:00.000,,Reinspection/Followup,,,,,,,,,
82048,Proper Food,100 Montgomery St #116,San Francisco,CA,94104,,,,,82048_20190402,2019-04-02T00:00:00.000,,Reinspection/Followup,,,,,,,,,
87552,Pachino Pizzeria,318 Kearny St,San Francisco,CA,94108,,,,,87552_20171108,2017-11-08T00:00:00.000,74,Routine - Unscheduled,87552_20171108_103162,Other low risk violation,Low Risk,,,,,,
90955,Supreme Pizza,3348 18th St,San Francisco,CA,94110,,,,+14155907248,90955_20190201,2019-02-01T00:00:00.000,,Complaint Reinspection/Followup,,,,,,,,,
69957,Daigo Sushi,2450 Clement St,San Francisco,CA,94121,,,,+14155388008,69957_20190403,2019-04-03T00:00:00.000,86,Routine - Unscheduled,69957_20190403_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
100204,CUIA ACAI & POSITIVE FOOD,1 MARKET ST STE 8,San Francisco,CA,94105,,,,+14158609815,100204_20190927,2019-09-27T00:00:00.000,100,Routine - Unscheduled,,,,,,,,,
79923,Patxi's Pizza,822 Irving St,San Francisco,CA,94122,,,,+14155759000,79923_20190828,2019-08-28T00:00:00.000,84,Routine - Unscheduled,79923_20190828_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,,,,,,
75851,"Outfit Generic, Inc.",2250 Keith St,San Francisco,CA,94124,,,,,75851_20180803,2018-08-03T00:00:00.000,100,Routine - Unscheduled,,,,,,,,,
84740,Judie's Tacos Locos,Off The Grid,San Francisco,CA,,,,,+14159421211,84740_20170125,2017-01-25T00:00:00.000,,Structural Inspection,,,,,,,,,
91017,El Porteno,501 Buckingham Way,San Francisco,CA,94132,,,,+14155514529,91017_20190326,2019-03-26T00:00:00.000,,Structural Inspection,,,,,,,,,
84393,SF Food Market,4614 03rd St,San Francisco,CA,94124,,,,,84393_20190702,2019-07-02T00:00:00.000,88,Routine - Unscheduled,84393_20190702_103142,Unclean nonfood contact surfaces,Low Risk,,,,,,
72164,Modern Thai Inc.,1247 Polk St,San Francisco,CA,94109,,,,,72164_20181029,2018-10-29T00:00:00.000,85,Routine - Unscheduled,72164_20181029_103103,High risk food holding temperature,High Risk,,,,,,
101892,AMAWELE'S SOUTH AFRICAN KITCHEN,103 HORNE AVE,San Francisco,CA,94124,,,,+14159242704,101892_20190812,2019-08-12T00:00:00.000,,New Ownership,,,,,,,,,
88133,Four Fabulous Animals,124 Ellis St,San Francisco,CA,94102,,,,+14155562510,88133_20190724,2019-07-24T00:00:00.000,,Reinspection/Followup,,,,,,,,,
97896,AN CHI,5827 Geary Blvd,San Francisco,CA,94121,,,,,97896_20190124,2019-01-24T00:00:00.000,,New Ownership - Followup,,,,,,,,,
98293,Hookt Mini Doughnuts,1379 4th St,San Francisco,CA,94122,,,,,98293_20190409,2019-04-09T00:00:00.000,100,Routine - Unscheduled,,,,,,,,,
72169,Pastel Brazzuca,290 De Haro St,San Francisco,CA,94103,,,,,72169_20190326,2019-03-26T00:00:00.000,94,Routine - Unscheduled,72169_20190326_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
87611,Sam Rong Cafe,670 Broadway St,San Francisco,CA,94133,,,,,87611_20170523,2017-05-23T00:00:00.000,,New Ownership,87611_20170523_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
90281,Blue Bottle Coffee,1 Ferry Building  #7,San Francisco,CA,94111,,,,,90281_20180306,2018-03-06T00:00:00.000,,Reinspection/Followup,,,,,,,,,
97549,SHIHLIN,3251 20TH Ave #250G,San Francisco,CA,94132,,,,+14158665894,97549_20180928,2018-09-28T00:00:00.000,,New Construction,,,,,,,,,
91427,Derm Restaurant,3226 Geary Blvd,San Francisco,CA,94118,,,,,91427_20190319,2019-03-19T00:00:00.000,77,Routine - Unscheduled,91427_20190319_103105,Improper cooling methods,High Risk,,,,,,
94977,94977 Portables 2 Carvery/BBQ,24 Willie Mays Pl Promenade Lvl Sect 112,San Francisco,CA,94107,,,,,94977_20180911,2018-09-11T00:00:00.000,96,Routine - Unscheduled,94977_20180911_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
93401,Native Burger,3420 Geary Blvd,San Francisco,CA,94118,,,,,93401_20190322,2019-03-22T00:00:00.000,85,Routine - Unscheduled,93401_20190322_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
68320,Newtree,16 Jessie St,San Francisco,CA,94105,37.789814,-122.398789,"{'type': 'Point', 'coordinates': [-122.398789, 37.789814]}",,68320_20190715,2019-07-15T00:00:00.000,85,Routine - Unscheduled,68320_20190715_103133,Foods not protected from contamination,Moderate Risk,6,2,9,12,28855,8
93822,Gio Gelati,1998 Union St,San Francisco,CA,94123,,,,,93822_20171221,2017-12-21T00:00:00.000,,New Ownership,,,,,,,,,
101268,THE NATURE STOP,1336 GRANT AVE,San Francisco,CA,94133,,,,+14155848146,101268_20190814,2019-08-14T00:00:00.000,,New Ownership,,,,,,,,,
81647,Halal Cart LLC,1 Market St,San Francisco,CA,94105,,,,+14150854481,81647_20170303,2017-03-03T00:00:00.000,87,Routine - Unscheduled,81647_20170303_103139,Improper food storage,Low Risk,,,,,,
97359,NAAN N CURRY INC,737 03rd St,San Francisco,CA,94107,,,,+14155879957,97359_20190820,2019-08-20T00:00:00.000,,New Construction,,,,,,,,,
78301,Fearless,303 02nd St Suite G,San Francisco,CA,94107,,,,,78301_20190402,2019-04-02T00:00:00.000,91,Routine - Unscheduled,78301_20190402_103139,Improper food storage,Low Risk,,,,,,
96034,THE SALAD PLACE & ROTISSERIE,5392 MISSION St,San Francisco,CA,94112,,,,,96034_20180813,2018-08-13T00:00:00.000,,Non-inspection site visit,,,,,,,,,
82955,Philz Coffee,549 Castro St,San Francisco,CA,94114,,,,+14155835933,82955_20181001,2018-10-01T00:00:00.000,,Reinspection/Followup,,,,,,,,,
101231,Modelo Cantina Bar 500,1 Warriors Way Level 600 South,San Francisco,CA,94158,,,,,101231_20190906,2019-09-06T00:00:00.000,,Routine - Scheduled,,,,,,,,,
92477,Stop & Save Market,784 O'Farrell St,San Francisco,CA,94109,,,,,92477_20171025,2017-10-25T00:00:00.000,,New Ownership,92477_20171025_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
71440,"New Garden Restaurant, Inc.",716 Kearny St,San Francisco,CA,94108,,,,,71440_20190401,2019-04-01T00:00:00.000,85,Routine - Unscheduled,71440_20190401_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
97661,UNDERDOGS TO,3600 Taraval St,San Francisco,CA,94116,,,,+14155905702,97661_20181221,2018-12-21T00:00:00.000,,New Ownership - Followup,,,,,,,,,
86138,Baladie Cafe,337 Kearny St,San Francisco,CA,94108,,,,,86138_20180831,2018-08-31T00:00:00.000,,Complaint,,,,,,,,,
87611,Sam Rong Cafe,670 Broadway St,San Francisco,CA,94133,,,,,87611_20170523,2017-05-23T00:00:00.000,,New Ownership,87611_20170523_103103,High risk food holding temperature,High Risk,,,,,,
1269,STARBUCKS,201 SPEAR St,San Francisco,CA,94105,37.790944,-122.392051,"{'type': 'Point', 'coordinates': [-122.392051, 37.790944]}",,1269_20190716,2019-07-16T00:00:00.000,94,Routine - Unscheduled,1269_20190716_103154,Unclean or degraded floors walls or ceilings,Low Risk,6,2,9,6,28855,8
71422,Golden Catering,835 Jamestown Ave,San Francisco,CA,94121,,,,+14150374810,71422_20190325,2019-03-25T00:00:00.000,,Structural Inspection,,,,,,,,,
97550,SWEET BOX,1014 CLEMENT St,San Francisco,CA,94118,,,,,97550_20180919,2018-09-19T00:00:00.000,,New Ownership,,,,,,,,,
